id,title,original_title,release_date,popularity,vote_average,vote_count,overview,poster_path,backdrop_path,original_language,genre_ids
369192,Battle of the Sexes,Battle of the Sexes,2017-09-22,32.1995,6.8,1875,The true story of the 1973 tennis match between world number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,https://image.tmdb.org/t/p/w500/fWy0A3VojTCb0S2MKtEJjpquubF.jpg,https://image.tmdb.org/t/p/w500/wCHJuJwEfOrrykgDas8T4m79Bzs.jpg,en,"18, 35, 36"
597,Titanic,Titanic,1997-11-18,32.9214,7.9,25962,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,https://image.tmdb.org/t/p/w500/sCzcYW9h55WcesOqA12cgEr9Exw.jpg,en,"18, 10749"
24428,The Avengers,The Avengers,2012-04-25,37.2027,7.745,31733,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,https://image.tmdb.org/t/p/w500/gHLs7Fy3DzLmLsD4lmfqL55KGcl.jpg,en,"878, 28, 12"
1353117,Home Sweet Home: Rebirth,Home Sweet Home: Rebirth,2025-03-20,32.8089,6.342,57,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.",https://image.tmdb.org/t/p/w500/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg,https://image.tmdb.org/t/p/w500/wmqpE7p2dUCEgCnovuovoNXaCXr.jpg,en,"27, 14, 53, 9648, 28"
514593,You Should Have Left,You Should Have Left,2020-06-18,29.4448,6.097,874,"In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",https://image.tmdb.org/t/p/w500/tpOwE6xsWnu4lKeKbKW0R3iClM.jpg,https://image.tmdb.org/t/p/w500/chAGSv4DB9s3fsgULpSZQLN7LgN.jpg,en,"27, 53"
37799,The Social Network,The Social Network,2010-10-01,26.2189,7.369,12410,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",https://image.tmdb.org/t/p/w500/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,https://image.tmdb.org/t/p/w500/cq9N64ucEtfIc3eMxNr1VzY9LH9.jpg,en,18
1104845,Plankton: The Movie,Plankton: The Movie,2025-03-08,33.1904,6.706,97,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,https://image.tmdb.org/t/p/w500/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,https://image.tmdb.org/t/p/w500/lsgT602GYV8ts97sKH1gWFtQs1k.jpg,en,"16, 12, 35, 10751, 14"
346672,Underworld: Blood Wars,Underworld: Blood Wars,2016-11-24,20.3607,5.901,3748,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",https://image.tmdb.org/t/p/w500/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,https://image.tmdb.org/t/p/w500/b5QnSrjDRHUFg3hpjmwBwsJfzyP.jpg,en,"14, 28, 53, 878"
1321952,"Sofia, the Possession",Tu Sangre,2024-10-31,32.349,6.625,8,"My mother vanished inside the boarding school where she worked. Through a Ouija board, she told me to look for her. My name is Sofia. I'm 14 years old and I'm going to enroll at the boarding school to find the body of my mother.",https://image.tmdb.org/t/p/w500/kYbd7M1dk2xadHd2WczQRmO28uJ.jpg,https://image.tmdb.org/t/p/w500/QNo0appKGKLAsBXVkU64fXwOtj.jpg,es,27
484247,A Simple Favor,A Simple Favor,2018-09-13,31.2213,6.637,4297,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",https://image.tmdb.org/t/p/w500/aIYsjQM0piKc0ibPBCTWv3sqshj.jpg,https://image.tmdb.org/t/p/w500/nb1s8r6MhDcPyMjx3sjw9rFsEP5.jpg,en,"53, 80, 35"
840430,The Holdovers,The Holdovers,2023-10-27,32.4032,7.682,1988,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",https://image.tmdb.org/t/p/w500/VHSzNBTwxV8vh7wylo7O9CLdac.jpg,https://image.tmdb.org/t/p/w500/A99WMiz0ASpH9coOFrxSEuwTWx0.jpg,en,"35, 18"
315837,Ghost in the Shell,Ghost in the Shell,2017-03-29,31.9799,6.09,8140,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",https://image.tmdb.org/t/p/w500/zCtL3UBgCoZzd7XTVGhvl6XY75E.jpg,https://image.tmdb.org/t/p/w500/9WmLfENjz1RuL0MSMZAG3qjoYWR.jpg,en,"878, 18, 28"
552524,Lilo & Stitch,Lilo & Stitch,2025-05-21,35.5178,0.0,0,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,https://image.tmdb.org/t/p/w500/3bN675X0K2E5QiAZVChzB5wq90B.jpg,https://image.tmdb.org/t/p/w500/eCqIpFpYIcZpCBexU3y8BfZKR7f.jpg,en,"10751, 35, 878"
1084199,Companion,Companion,2025-01-22,36.453,7.1,1239,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,https://image.tmdb.org/t/p/w500/sc1abgWNXc29wSBaerrjGBih06l.jpg,en,"27, 878, 53"
845781,Red One,Red One,2024-10-31,31.5158,7.048,2489,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",https://image.tmdb.org/t/p/w500/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,https://image.tmdb.org/t/p/w500/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg,en,"28, 35, 14"
385687,Fast X,Fast X,2023-05-17,34.3108,7.043,5884,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",https://image.tmdb.org/t/p/w500/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,https://image.tmdb.org/t/p/w500/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,en,"28, 80, 53, 12, 9648"
38575,The Karate Kid,The Karate Kid,2010-06-10,27.5892,6.5,6160,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",https://image.tmdb.org/t/p/w500/qV8xTWfknTOSErSa0b9Iay2QztS.jpg,https://image.tmdb.org/t/p/w500/fZFSvqWsN8bQiwVmJmcgeoL9awe.jpg,en,"28, 12, 18, 10751"
1297763,Batman Ninja vs. Yakuza League,ニンジャバットマン対ヤクザリーグ,2025-03-17,32.1818,6.6,153,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",https://image.tmdb.org/t/p/w500/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,https://image.tmdb.org/t/p/w500/e807jDKiFcntZS32ze88X6I96OD.jpg,ja,"16, 28"
1077328,Fuks 2,Fuks 2,2023-12-25,31.1569,5.208,12,"Maciek is a bright and savvy 20-year-old, although he has to borrow money and a car for a date from his dad. His father, on his eighteenth birthday, set off an explosive device, stole a car, contributed to the wrecking of two police cars and deceived for big money a shady businessman. At the same time, he won the heart of a beautiful woman. So he set the bar high, and it will soon become clear whether his son has inherited his bravado and propensity for dangerous intrigue. All this will happen through a date that will connect him with two unpredictable women and draw him into a game at stake - big money and even bigger love.",https://image.tmdb.org/t/p/w500/r3yxvHMcIsefxh1iELl1EtjNlI5.jpg,https://image.tmdb.org/t/p/w500/khb8B5dXDD3tMutuduUxvCa7R1O.jpg,pl,"35, 28"
299536,Avengers: Infinity War,Avengers: Infinity War,2018-04-25,32.6378,8.236,30491,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",https://image.tmdb.org/t/p/w500/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,https://image.tmdb.org/t/p/w500/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,en,"12, 28, 878"
1160956,Panda Plan,熊猫计划,2024-10-01,32.253,6.872,188,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",https://image.tmdb.org/t/p/w500/8iMPQl13q89jQhaA5nXb6UiT0t0.jpg,https://image.tmdb.org/t/p/w500/dXoBFj9Yl9HDRcDVQubkuVCh26N.jpg,zh,"28, 35"
945961,Alien: Romulus,Alien: Romulus,2024-08-13,32.6882,7.204,3591,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",https://image.tmdb.org/t/p/w500/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,https://image.tmdb.org/t/p/w500/iJaSpQNZ8GsqVDWfbCXmyZQXZ5l.jpg,en,"27, 878"
1140535,Presence,Presence,2025-01-16,36.4787,6.007,306,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",https://image.tmdb.org/t/p/w500/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,https://image.tmdb.org/t/p/w500/kpWusrV8GePdx42GLJjZ7RJhkfz.jpg,en,"27, 18, 53"
1195430,Deva,देवा,2025-01-31,31.2922,6.043,46,"Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.",https://image.tmdb.org/t/p/w500/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg,https://image.tmdb.org/t/p/w500/lqHt4icP1GTaNBeVTxTrwTZdoAW.jpg,hi,"28, 53, 9648, 80"
995926,"I, the Executioner",베테랑 2,2024-09-13,32.3115,7.0,62,"The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",https://image.tmdb.org/t/p/w500/gAtP0usArK5gVOBObnsENKLwML8.jpg,https://image.tmdb.org/t/p/w500/bA4Io3xv46oEyP4O51uU0EKbluF.jpg,ko,"28, 80"
1294203,My Fault: London,My Fault: London,2025-02-12,33.0599,7.465,385,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",https://image.tmdb.org/t/p/w500/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg,https://image.tmdb.org/t/p/w500/uJK0jjJ8QDOQw5lcNBwu059ht4D.jpg,en,"10749, 18"
569094,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023-05-31,33.3114,8.343,7537,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,https://image.tmdb.org/t/p/w500/kVd3a9YeLGkoeR50jGEXM6EqseS.jpg,en,"16, 28, 12, 878"
1303236,GATAO: Like Father Like Son,角頭－大橋頭,2024-08-16,26.9403,7.1,9,"Drug Prince Michael and Scorpion are seizing the old fellows' turfs, the gangs families tornado spins three nobodies who are trying to survive. You'll never know who's gonna get bit by reality through the alternation of generations?",https://image.tmdb.org/t/p/w500/rJnpwN59avSW5vOu9BPiReHkQl4.jpg,https://image.tmdb.org/t/p/w500/cBBIk8jCSt6vIVJkaCwjjDLSMKH.jpg,zh,"80, 28"
375834,"It's Called 'Murder', Baby","It's Called 'Murder', Baby",1983-06-15,37.17,6.3,3,"In 1940s Los Angeles, private investigator Nick Popodopolis, is hired by actress Dixie Ray, to find her blackmailer.  Edited R version of adult film, Dixie Ray Hollywood Star.",https://image.tmdb.org/t/p/w500/3t0AGedAVSiVOu8614okkVRyU1i.jpg,https://image.tmdb.org/t/p/w500/skbP7avPgglI0ZfQXpnZlAu8whX.jpg,en,9648
829557,365 Days: This Day,365 dni: Ten dzień,2022-04-26,33.2706,5.9,1703,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",https://image.tmdb.org/t/p/w500/iLmG3HCXVyqXYbFvUO1rfOeGa3Z.jpg,https://image.tmdb.org/t/p/w500/y73agOAJDvO48WbvuRt4rZrcFw3.jpg,pl,"10749, 18"
278,The Shawshank Redemption,The Shawshank Redemption,1994-09-23,31.0458,8.71,28251,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,https://image.tmdb.org/t/p/w500/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,en,"18, 80"
603,The Matrix,The Matrix,1999-03-31,34.6379,8.225,26342,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",https://image.tmdb.org/t/p/w500/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,https://image.tmdb.org/t/p/w500/icmmSD4vTTDKOq2vvdulafOGw93.jpg,en,"28, 878"
353081,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018-07-13,31.7664,7.431,8462,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",https://image.tmdb.org/t/p/w500/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,https://image.tmdb.org/t/p/w500/aw4FOsWr2FY373nKSxbpNi3fz4F.jpg,en,"28, 12"
1208808,Turno nocturno,Turno nocturno,2024-12-05,29.5815,6.196,140,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg,https://image.tmdb.org/t/p/w500/o5vasl0xbZWWKQnAlaBTSgntHH2.jpg,es,27
1294947,Déjame estar contigo,Déjame estar contigo,2025-01-12,26.9248,7.339,28,"Lucía lives with an incurable disease, and Bruno was deported to Mexico with no place to sleep. An unexpected phone call brings them together in an emotional story of overcoming, reconstruction and hope.",https://image.tmdb.org/t/p/w500/g7CoOjbpKO9tAbQhyJgOB6iwrqV.jpg,https://image.tmdb.org/t/p/w500/qab3t7IsPygLnqQbdtjAyLmbNy6.jpg,es,"10749, 35, 18"
340666,Nocturnal Animals,Nocturnal Animals,2016-11-04,28.0889,7.423,7926,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",https://image.tmdb.org/t/p/w500/mdLDgQBD0va09npSQX5Zgo2evXM.jpg,https://image.tmdb.org/t/p/w500/5d6m8CIBQcHeiwr6R5ou4wxO9Vn.jpg,en,"18, 53"
1201176,Easter Bloody Easter,Easter Bloody Easter,2024-03-25,28.6517,4.5,6,A woman must protect her small town from the Jackalope (based on the mythical rabbit-antelope creature of North American folklore) and his army of devilish bunnies as they embark on a murder spree over the Easter weekend.,https://image.tmdb.org/t/p/w500/8tGYZlPttiOjEe61GvszRcrnpEi.jpg,https://image.tmdb.org/t/p/w500/lljZTHeXJ3mNt3IC5Kh7MPXVKeZ.jpg,en,"27, 35, 14"
1020414,Peter Pan's Neverland Nightmare,Peter Pan's Neverland Nightmare,2025-01-13,31.4233,4.887,62,"Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.",https://image.tmdb.org/t/p/w500/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg,https://image.tmdb.org/t/p/w500/nhx0ttmAS2w8e6hyIcKoNvgHoix.jpg,en,"27, 53, 14"
395834,Wind River,Wind River,2017-08-03,29.2413,7.436,5361,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,https://image.tmdb.org/t/p/w500/pySivdR845Hom4u4T2WNkJxe6Ad.jpg,https://image.tmdb.org/t/p/w500/kQGxGXzYiCumY8kmXXpgbZyZQK8.jpg,en,"80, 9648, 53"
1024864,Showdown in Yesteryear,Showdown in Yesteryear,2022-08-20,27.9739,6.9,5,"An aspiring cowboy encounters a mysterious door on a ranch. Upon opening it and stumbling through, he’s suddenly thrust back into time -- 160 years back in the old west -- where outlaws rule and life is dangerous…",https://image.tmdb.org/t/p/w500/haeJ7x1NPQEVF1IlpnmslQUTATD.jpg,https://image.tmdb.org/t/p/w500/l4ziDfrNJGcSro2cYuDGTw142Qj.jpg,en,"14, 37"
402,Basic Instinct,Basic Instinct,1992-03-20,29.7412,6.9,4026,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,https://image.tmdb.org/t/p/w500/zTwoyVOAc6XCLjYfzWER6oQgpbO.jpg,en,"53, 9648"
1147416,"Miraculous World: London, At the Edge of Time","Miraculous World : Londres, la course contre le temps",2024-11-14,29.5317,7.319,257,"To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",https://image.tmdb.org/t/p/w500/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,https://image.tmdb.org/t/p/w500/cBTwQKMd7Vn6rGTGBtoFLIfj7uM.jpg,fr,"16, 12, 28, 14"
353491,The Dark Tower,The Dark Tower,2017-08-03,28.9496,5.77,5216,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,https://image.tmdb.org/t/p/w500/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,https://image.tmdb.org/t/p/w500/pVVobDO8cezhVPvwD6EBUN0g3mt.jpg,en,"14, 28, 878"
1312833,A Knight's War,A Knight's War,2025-02-07,28.0572,5.361,18,"A fearless knight braves a deadly realm to save the Chosen One’s soul. Facing witches, demons, and brutal foes, he discovers her return could ignite chaos and doom humanity.",https://image.tmdb.org/t/p/w500/janjdSMrTRGtPrI1p9uOX66jv7x.jpg,https://image.tmdb.org/t/p/w500/cJCW78MZsyyXBKHo4V25WctK00V.jpg,en,"27, 28, 14"
346698,Barbie,Barbie,2023-07-19,33.5139,6.975,9854,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,https://image.tmdb.org/t/p/w500/mbYTRO33LJAgpCMrIn9ibiWHbMH.jpg,en,"35, 12"
384018,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,28.9305,6.847,7366,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",https://image.tmdb.org/t/p/w500/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,https://image.tmdb.org/t/p/w500/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,en,"28, 12, 35"
11,Star Wars,Star Wars,1977-05-25,30.5618,8.204,21124,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://image.tmdb.org/t/p/w500/2w4xG178RpB4MDAIfTkqAuSJzec.jpg,en,"12, 28, 878"
1195585,The Hard Hit,The Hard Hit,2023-10-20,28.1313,6.8,18,"An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.",https://image.tmdb.org/t/p/w500/whkFbOZTamHeugEG95jvQehSzAH.jpg,https://image.tmdb.org/t/p/w500/fzv87rT0jlAkh5Uf9PpIlUj6Nj8.jpg,en,"28, 53, 80"
98,Gladiator,Gladiator,2000-05-04,26.827,8.219,19653,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",https://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,https://image.tmdb.org/t/p/w500/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,en,"28, 18, 12"
671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,2001-11-16,29.2786,7.902,28176,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,https://image.tmdb.org/t/p/w500/bfh9Z3Ghz4FOJAfLOAhmc3ccnHU.jpg,en,"12, 14"
281338,War for the Planet of the Apes,War for the Planet of the Apes,2017-07-11,27.5468,7.206,9226,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",https://image.tmdb.org/t/p/w500/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,https://image.tmdb.org/t/p/w500/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,en,"18, 878, 10752"
1096838,Here After,Here After,2024-07-25,28.2013,5.316,68,"When her teen daughter displays increasingly disturbing behavior after a near death experience, a mother becomes convinced the girl brought something evil back from the other side.",https://image.tmdb.org/t/p/w500/by3EEDIVTdhNJolYK2Msn1RHRFH.jpg,https://image.tmdb.org/t/p/w500/gJduZE3cAmLVQknEfiR5t0vT4Ie.jpg,en,"27, 53"
181812,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,2019-12-18,28.7649,6.299,10167,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",https://image.tmdb.org/t/p/w500/db32LaOibwEliAmSL2jjDF6oDdj.jpg,https://image.tmdb.org/t/p/w500/auJKGst3vXpJozHZh4nMFs0xWIU.jpg,en,"12, 28, 878"
235,Stand by Me,Stand by Me,1986-08-08,26.3171,7.855,6055,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",https://image.tmdb.org/t/p/w500/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,https://image.tmdb.org/t/p/w500/yjGllQUm28R4X9xD9T5xMszirgw.jpg,en,"80, 18"
1035048,Elevation,Elevation,2024-11-07,29.6117,6.495,698,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,https://image.tmdb.org/t/p/w500/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,https://image.tmdb.org/t/p/w500/au3o84ub27qTZiMiEc9UYzN74V3.jpg,en,"28, 878, 53"
715287,Stepmom's Desire,새엄마의 욕망,2020-05-29,31.0521,6.8,17,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.",https://image.tmdb.org/t/p/w500/rYC6UyML4CU4zYiZVbDMrwnGyWW.jpg,https://image.tmdb.org/t/p/w500/54mPXhtaUejdQtaCYeJPJP8ZfXX.jpg,ko,"18, 10749"
774370,Dog Man,Dog Man,2025-01-24,26.3596,7.781,235,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",https://image.tmdb.org/t/p/w500/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg,https://image.tmdb.org/t/p/w500/w1SjvuBifhtFwe3BSssXXFyV6bk.jpg,en,"10751, 35, 12, 16"
